GeoId|Geography|LEAID|Year|Iteration|CDP02.2_10est|CDP02.2_10moe|CDP02.2_11est|CDP02.2_11moe|CDP02.2_11pct|CDP02.2_11pctmoe|CDP02.2_12est|CDP02.2_12moe|CDP02.2_12pct|CDP02.2_12pctmoe|CDP02.2_13est|CDP02.2_13moe|CDP02.2_13pct|CDP02.2_13pctmoe|CDP02.2_14est|CDP02.2_14moe|CDP02.2_14pct|CDP02.2_14pctmoe|CDP02.2_15est|CDP02.2_15moe|CDP02.2_15pct|CDP02.2_15pctmoe
97000US3400660|Absecon City School District|3400660|2014-2018|102|1260|268|115|101|9.1|8.6|75|54|6.0|4.3|740|241|58.7|10.6|330|115|26.2|7.9|0|17|0.0|2.5
97000US1700105|A-C Central Community Unit School District 262|1700105|2014-2018|102|500|81|65|28|13.0|5.8|45|27|9.0|5.7|270|62|54.0|6.4|120|39|24.0|7.2|0|11|0.0|5.3
97000US4807470|Academy Independent School District|4807470|2014-2018|102|1810|383|150|81|8.3|4.1|155|94|8.6|4.9|935|250|51.7|8.9|570|212|31.5|9.4|0|19|0.0|2.2
97000US2200030|Acadia Parish School District|2200030|2014-2018|102|12550|344|825|182|6.6|1.4|505|161|4.0|1.3|7905|360|63.0|2.7|3315|304|26.4|2.2|0|29|0.0|0.3
97000US5100060|Accomack County Public Schools|5100060|2014-2018|102|5035|167|235|115|4.7|2.2|260|127|5.2|2.5|3165|192|62.9|3.6|1375|118|27.3|2.3|0|25|0.0|0.6
97000US0600001|Acton-Agua Dulce Unified School District|0600001|2014-2018|102|1525|271|0|19|0.0|2.3|90|70|5.9|4.4|695|159|45.6|7.7|735|184|48.2|8.1|0|19|0.0|2.3
97000US2700126|Ada-Borup Public School District|2700126|2014-2018|102|555|69|35|23|6.3|4.4|10|8|1.8|2.2|330|59|59.5|5.6|175|30|31.5|4.8|0|9|0.0|3.1
97000US2100030|Adair County School District|2100030|2014-2018|102|2955|81|120|64|4.1|2.1|255|84|8.6|2.9|1660|118|56.2|3.9|915|89|31.0|3.0|0|18|0.0|1.0
97000US1903090|Adair-Casey Community School District|1903090|2014-2018|102|365|102|30|17|8.2|4.4|40|27|11.0|6.2|205|75|56.2|9.8|90|34|24.7|8.4|0|9|0.0|5.3
97000US1800060|Adams Central Community Schools|1800060|2014-2018|102|2125|310|0|16|0.0|1.4|125|58|5.9|2.5|1520|250|71.5|5.3|475|123|22.4|5.0|0|16|0.0|1.4
97000US5500060|Adams-Friendship Area School District|5500060|2014-2018|102|1755|91|145|49|8.3|2.7|105|35|6.0|2.0|1035|89|59.0|4.4|470|68|26.8|3.7|0|14|0.0|1.0
97000US5099903|Addison Central Supervisory Union|5099903|2014-2018|102|1750|152|145|44|8.3|2.5|90|41|5.1|2.3|1080|127|61.7|5.0|435|85|24.9|4.2|0|15|0.0|1.1
97000US5099901|Addison Northeast Supervisory Union|5099901|2014-2018|102|1970|145|170|46|8.6|2.4|145|40|7.4|2.1|1030|123|52.3|4.3|625|95|31.7|4.0|0|15|0.0|1.0
97000US5099902|Addison Northwest Supervisory Union|5099902|2014-2018|102|1045|105|75|42|7.2|3.8|50|30|4.8|2.9|585|80|56.0|6.2|340|67|32.5|5.3|0|13|0.0|1.9
97000US5099904|Addison Rutland Supervisory Union|5099904|2014-2018|102|1470|165|115|50|7.8|3.3|105|55|7.1|3.6|810|149|55.1|6.9|445|87|30.3|5.8|0|15|0.0|1.3
95000US1703150|Addison School District 4|1703150|2014-2018|102|4560|418|395|119|8.7|2.5|330|112|7.2|2.5|3835|422|84.1|3.8|0|23|0.0|0.6|0|23|0.0|0.6
97000US1903150|Adel-De Soto-Minburn Community School District|1903150|2014-2018|102|1755|215|90|46|5.1|2.7|95|49|5.4|2.8|1120|191|63.8|7.5|450|131|25.6|6.3|0|13|0.0|1.1
97000US4600042|Agar-Blunt-Onida School District 58-3|4600042|2014-2018|102|385|73|20|18|5.2|4.5|10|11|2.6|3.0|280|62|72.7|5.7|75|20|19.5|4.4|0|9|0.0|5.1
97000US4807530|Agua Dulce Independent School District|4807530|2014-2018|102|275|103|20|22|7.3|8.0|4|10|1.5|4.0|165|73|60.0|13.8|85|51|30.9|13.9|0|13|0.0|13.5
96000US0400450|Agua Fria Union High School District|0400450|2014-2018|102|8850|614|0|29|0.0|0.4|0|29|0.0|0.4|0|29|0.0|0.4|8850|614|100.0|0.4|0|29|0.0|0.4
95000US0400480|Aguila Elementary District|0400480|2014-2018|102|300|121|0|12|0.0|11.0|10|15|3.3|4.4|185|84|61.7|15.1|105|65|35.0|15.6|0|12|0.0|11.0
97000US1903060|AGWSR Community School District|1903060|2014-2018|102|775|132|100|35|12.9|4.6|50|22|6.5|2.7|450|85|58.1|6.1|175|60|22.6|5.9|0|9|0.0|2.5
97000US4500720|Aiken County School District|4500720|2014-2018|102|28835|437|1955|343|6.8|1.1|2255|359|7.8|1.3|16650|485|57.7|1.7|7980|365|27.7|1.2|0|29|0.0|0.1
95000US1703210|Akin Community Consolidated School District 91|1703210|2014-2018|102|80|25|0|11|0.0|28.4|4|8|5.0|15.8|75|23|93.8|12.8|0|11|0.0|28.4|0|11|0.0|28.4
97000US1903220|Akron-Westfield Community School District|1903220|2014-2018|102|660|146|35|20|5.3|2.9|55|29|8.3|4.1|415|101|62.9|7.8|160|62|24.2|6.8|0|9|0.0|3.0
97000US0100190|Alabaster City School District|0100190|2014-2018|102|6340|544|0|25|0.0|0.5|445|132|7.0|2.0|4150|429|65.5|3.9|1745|306|27.5|4.1|0|25|0.0|0.5
97000US1200030|Alachua County School District|1200030|2014-2018|102|34815|502|3480|458|10.0|1.2|2290|353|6.6|1.0|20160|609|57.9|1.8|8885|385|25.5|1.0|0|31|0.0|0.1
97000US3700030|Alamance-Burlington Schools|3700030|2014-2018|102|28275|463|1925|307|6.8|1.0|2070|287|7.3|1.0|15695|443|55.5|1.7|8585|388|30.4|1.2|0|29|0.0|0.1
95000US4700030|Alamo City School District|4700030|2014-2018|102|450|115|80|58|17.8|11.7|40|29|8.9|6.3|330|107|73.3|15.2|0|12|0.0|7.5|0|12|0.0|7.5
97000US4807590|Alamo Heights Independent School District|4807590|2014-2018|102|6300|579|625|210|9.9|3.2|400|160|6.3|2.5|3435|401|54.5|4.5|1845|389|29.3|5.3|0|28|0.0|0.6
97000US3500030|Alamogordo Public Schools|3500030|2014-2018|102|7335|515|465|199|6.3|2.5|920|257|12.5|3.4|4165|361|56.8|3.7|1785|232|24.3|2.8|0|25|0.0|0.4
97000US0200050|Alaska Gateway School District|0200050|2014-2018|102|510|88|55|38|10.8|7.1|30|22|5.9|4.7|315|55|61.8|6.5|115|43|22.5|7.7|0|9|0.0|3.8
97000US4807650|Alba-Golden Independent School District|4807650|2014-2018|102|1285|271|90|59|7.0|4.6|115|99|8.9|6.9|885|203|68.9|12.2|200|99|15.6|5.9|0|19|0.0|3.1
97000US5600730|Albany County School District 1|5600730|2014-2018|102|4365|181|0|25|0.0|0.7|395|155|9.0|3.5|2830|210|64.8|4.0|1135|106|26.0|2.3|0|25|0.0|0.7
97000US4807680|Albany Independent School District|4807680|2014-2018|102|580|100|65|28|11.2|4.9|55|43|9.5|7.5|235|73|40.5|10.9|230|75|39.7|10.1|0|13|0.0|6.7
97000US5500120|Albany School District|5500120|2014-2018|102|560|79|40|18|7.1|3.3|45|15|8.0|2.7|315|53|56.3|6.1|160|43|28.6|5.9|0|9|0.0|3.1
97000US5100090|Albemarle County Public Schools|5100090|2014-2018|102|17020|330|1420|253|8.3|1.4|1230|206|7.2|1.2|9815|265|57.7|2.0|4560|285|26.8|1.4|0|28|0.0|0.2
95000US1703270|Albers School District 63|1703270|2014-2018|102|245|77|20|16|8.2|7.2|25|24|10.2|8.7|205|63|83.7|10.1|0|11|0.0|10.6|0|11|0.0|10.6
97000US1900031|Albert City-Truesdale Community School District|1900031|2014-2018|102|235|65|20|15|8.5|6.2|25|20|10.6|8.5|115|42|48.9|10.4|70|29|29.8|9.3|0|9|0.0|8.2
97000US0100005|Albertville City School District|0100005|2014-2018|102|4430|369|0|22|0.0|0.7|415|179|9.4|3.9|2975|337|67.2|5.4|1040|219|23.5|4.6|0|22|0.0|0.7
97000US1903270|Albia Community School District|1903270|2014-2018|102|1340|145|105|37|7.8|2.7|180|79|13.4|5.8|815|128|60.8|6.5|235|72|17.5|5.0|0|13|0.0|1.5
97000US3500060|Albuquerque Public Schools|3500060|2014-2018|102|117965|980|8670|684|7.3|0.5|8220|697|7.0|0.6|69215|991|58.7|0.8|31860|732|27.0|0.6|0|28|0.0|0.1
97000US1903300|Alburnett Community School District|1903300|2014-2018|102|465|113|35|29|7.5|6.4|45|45|9.7|9.5|200|63|43.0|10.3|185|91|39.8|15.7|0|9|0.0|4.2
97000US4600028|Alcester-Hudson School District 61-1|4600028|2014-2018|102|330|117|55|30|16.7|8.9|20|20|6.1|5.4|180|71|54.5|7.0|75|39|22.7|8.4|0|9|0.0|5.9
97000US4700060|Alcoa City School District|4700060|2014-2018|102|1930|300|110|65|5.7|3.3|275|112|14.2|4.9|1140|240|59.1|7.8|405|137|21.0|7.1|0|17|0.0|1.8
97000US2800390|Alcorn School District|2800390|2014-2018|102|4465|284|400|161|9.0|3.5|470|108|10.5|2.3|2425|254|54.3|4.7|1170|176|26.2|3.7|0|24|0.0|0.8
97000US1900032|Alden Community School District|1900032|2014-2018|102|285|80|15|9|5.3|2.9|25|14|8.8|5.4|185|57|64.9|7.5|55|27|19.3|7.4|0|9|0.0|6.8
97000US2703030|Alden-Conger Public School District|2703030|2014-2018|102|240|91|20|23|8.3|7.7|15|10|6.3|4.9|140|45|58.3|8.4|65|30|27.1|5.9|0|9|0.0|7.0
97000US1703300|Alden-Hebron School District 19|1703300|2014-2018|102|540|181|70|58|13.0|7.9|35|21|6.5|4.1|325|126|60.2|9.3|110|54|20.4|10.2|0|11|0.0|5.0
97000US4807710|Aldine Independent School District|4807710|2014-2018|102|73060|2544|4520|652|6.2|0.9|5495|561|7.5|0.8|44615|2121|61.1|1.6|18425|1181|25.2|1.5|0|31|0.0|0.1
97000US4807780|Aledo Independent School District|4807780|2014-2018|102|7190|583|590|152|8.2|2.0|410|118|5.7|1.7|4635|425|64.5|3.4|1555|310|21.6|3.5|0|25|0.0|0.6
97000US0200007|Aleutians East Borough School District|0200007|2014-2018|102|445|78|40|14|9.0|3.3|30|11|6.7|2.9|230|45|51.7|4.4|145|34|32.6|4.6|0|9|0.0|4.4
97000US0100030|Alexander City City School District|0100030|2014-2018|102|3090|366|0|19|0.0|1.0|210|122|6.8|3.7|1970|326|63.8|6.1|910|191|29.4|6.3|0|19|0.0|1.0
97000US3700090|Alexander County Schools|3700090|2014-2018|102|5545|265|0|26|0.0|0.6|355|118|6.4|2.0|3540|219|63.8|3.4|1650|202|29.8|3.2|0|26|0.0|0.6
97000US5100120|Alexandria City Public Schools|5100120|2014-2018|102|19145|404|2510|311|13.1|1.5|1450|286|7.6|1.5|10580|332|55.3|1.7|4600|315|24.0|1.6|0|28|0.0|0.2
97000US1800120|Alexandria Community School Corporation|1800120|2014-2018|102|1385|191|85|69|6.1|5.3|120|82|8.7|5.5|810|173|58.5|8.7|365|137|26.4|9.7|0|16|0.0|2.1
97000US2703060|Alexandria Public School District|2703060|2014-2018|102|5105|195|510|118|10.0|2.1|330|87|6.5|1.8|3045|157|59.6|2.6|1220|104|23.9|1.8|0|18|0.0|0.3
95000US3400690|Alexandria Township School District|3400690|2014-2018|102|650|135|60|57|9.2|8.5|60|44|9.2|6.5|530|124|81.5|10.3|0|12|0.0|4.9|0|12|0.0|4.9
97000US5500150|Algoma School District|5500150|2014-2018|102|840|101|50|29|6.0|3.8|45|30|5.4|3.9|430|106|51.2|8.8|315|69|37.5|7.7|0|12|0.0|2.1
97000US1903360|Algona Community School District|1903360|2014-2018|102|1850|137|210|49|11.4|2.5|135|55|7.3|3.0|1075|108|58.1|4.2|430|71|23.2|3.2|0|15|0.0|1.1
95000US0400600|Alhambra Elementary District|0400600|2014-2018|102|15240|1113|655|197|4.3|1.3|1530|300|10.0|1.9|13055|1051|85.7|2.2|0|29|0.0|0.2|0|29|0.0|0.2
97000US0600153|Alhambra Unified School District|0600153|2014-2018|102|14340|702|0|29|0.0|0.2|965|219|6.7|1.5|8840|550|61.6|2.7|4535|464|31.6|2.7|0|29|0.0|0.2
97000US4807800|Alice Independent School District|4807800|2014-2018|102|5735|469|415|180|7.2|3.1|255|155|4.4|2.7|3445|406|60.1|5.1|1620|258|28.2|4.1|0|25|0.0|0.7
97000US4807830|Alief Independent School District|4807830|2014-2018|102|54990|2049|3770|507|6.9|0.9|4380|577|8.0|1.1|32310|1500|58.8|1.7|14530|1265|26.4|1.9|0|31|0.0|0.1
97000US1903390|Allamakee Community School District|1903390|2014-2018|102|1280|121|100|48|7.8|3.6|105|52|8.2|4.0|760|93|59.4|5.2|310|53|24.2|3.8|0|13|0.0|1.5
97000US3400720|Allamuchy Township School District|3400720|2014-2018|102|570|120|0|12|0.0|5.5|75|43|13.2|7.8|380|118|66.7|12.6|110|52|19.3|8.7|0|12|0.0|5.5
97000US2400030|Allegany County Public Schools|2400030|2014-2018|102|9875|158|825|133|8.4|1.3|750|162|7.6|1.6|5495|207|55.6|2.3|2805|157|28.4|1.6|0|28|0.0|0.3
97000US3600015|Allegany-Limestone Central School District|3600015|2014-2018|102|1190|171|135|54|11.3|4.1|50|30|4.2|2.5|660|124|55.5|5.8|345|75|29.0|5.4|0|17|0.0|2.7
97000US5100152|Alleghany County Public Schools|5100152|2014-2018|102|2305|91|95|41|4.1|1.8|175|69|7.6|3.0|1250|113|54.2|4.7|790|105|34.3|4.2|0|19|0.0|1.4
97000US3700120|Alleghany County Schools|3700120|2014-2018|102|1575|115|105|44|6.7|2.7|95|63|6.0|4.1|895|109|56.8|6.3|485|127|30.8|7.3|0|19|0.0|2.2
97000US2100070|Allen County School District|2100070|2014-2018|102|3765|164|285|111|7.6|3.0|355|120|9.4|3.2|2140|253|56.8|5.6|985|82|26.2|2.2|0|21|0.0|0.8
97000US4807890|Allen Independent School District|4807890|2014-2018|102|24770|1055|2395|450|9.7|1.8|1685|327|6.8|1.3|13805|932|55.7|2.9|6885|774|27.8|2.7|0|31|0.0|0.2
97000US2200060|Allen Parish School District|2200060|2014-2018|102|4610|160|415|126|9.0|2.5|395|127|8.6|2.8|2605|155|56.5|3.4|1195|106|25.9|2.0|0|23|0.0|0.8
95000US1703420|Allen Township Community Consolidated School District 65|1703420|2014-2018|102|100|48|0|11|0.0|23.7|4|7|4.0|8.5|95|47|95.0|6.8|0|11|0.0|23.7|0|11|0.0|23.7
95000US3400750|Allendale Borough School District|3400750|2014-2018|102|1280|178|145|90|11.3|6.3|130|70|10.2|5.8|1010|156|78.9|6.9|0|17|0.0|2.5|0|17|0.0|2.5
97000US1703450|Allendale Community Consolidated School District 17|1703450|2014-2018|102|365|101|45|26|12.3|6.2|30|23|8.2|5.1|220|75|60.3|9.6|70|26|19.2|6.8|0|11|0.0|7.3
97000US4500750|Allendale County School District|4500750|2014-2018|102|1420|101|70|57|4.9|4.0|90|64|6.3|4.7|865|114|60.9|7.6|395|110|27.8|6.7|0|17|0.0|2.4
97000US3400810|Alloway Township School District|3400810|2014-2018|102|695|136|35|31|5.0|4.6|4|12|0.6|2.5|390|97|56.1|9.8|265|92|38.1|9.8|0|12|0.0|4.6
97000US5500210|Alma Center School District|5500210|2014-2018|102|580|95|60|30|10.3|4.8|35|17|6.0|3.1|350|62|60.3|6.4|135|37|23.3|4.4|0|9|0.0|3.0
97000US3100080|Alma Public Schools|3100080|2014-2018|102|230|61|10|9|4.3|4.7|20|20|8.7|8.0|130|42|56.5|13.7|70|27|30.4|8.0|0|9|0.0|8.3
97000US5500180|Alma School District|5500180|2014-2018|102|195|55|10|7|5.1|5.1|10|10|5.1|5.7|120|43|61.5|12.3|55|22|28.2|9.3|0|9|0.0|8.6
97000US5500240|Almond-Bancroft School District|5500240|2014-2018|102|535|83|25|10|4.7|2.4|40|24|7.5|4.8|270|48|50.5|6.0|200|54|37.4|6.4|0|9|0.0|3.2
97000US3400840|Alpha Borough School District|3400840|2014-2018|102|255|58|0|12|0.0|11.9|15|14|5.9|6.0|165|44|64.7|11.0|80|31|31.4|9.8|0|12|0.0|11.9
97000US3400870|Alpine Borough School District|3400870|2014-2018|102|260|87|0|12|0.0|11.7|15|16|5.8|6.1|165|66|63.5|10.1|80|33|30.8|8.9|0|12|0.0|11.7
97000US4807950|Alpine Independent School District|4807950|2014-2018|102|1305|112|265|87|20.3|5.5|55|46|4.2|3.6|690|101|52.9|8.0|295|88|22.6|6.6|0|19|0.0|3.0
97000US4900030|Alpine School District|4900030|2014-2018|102|87865|1233|0|27|0.0|0.1|7400|507|8.4|0.6|55790|996|63.5|0.8|24670|722|28.1|0.7|0|27|0.0|0.1
95000US1703480|Alsip-Hazelgreen-Oaklawn School District 126|1703480|2014-2018|102|2080|364|285|117|13.7|4.9|130|83|6.3|4.0|1665|322|80.0|5.4|0|17|0.0|1.3|0|17|0.0|1.3
97000US1903480|Alta Community School District|1903480|2014-2018|102|585|99|45|19|7.7|3.8|50|18|8.5|3.1|330|73|56.4|7.4|165|56|28.2|7.7|0|9|0.0|3.4
97000US1703510|Altamont Community Unit School District 10|1703510|2014-2018|102|840|112|75|40|8.9|4.5|60|36|7.1|4.5|465|79|55.4|7.3|235|71|28.0|7.0|0|11|0.0|3.2
95000US2903040|Altenburg 48 School District|2903040|2014-2018|102|185|73|0|11|0.0|13.8|4|10|2.2|6.0|95|49|51.4|22.6|80|58|43.2|21.6|0|11|0.0|13.8
97000US4807980|Alto Independent School District|4807980|2014-2018|102|785|221|15|15|1.9|2.1|90|55|11.5|6.1|510|168|65.0|9.2|175|82|22.3|9.4|0|13|0.0|5.0
97000US1703600|Alton Community Unit School District 11|1703600|2014-2018|102|8050|521|705|190|8.8|2.2|505|159|6.3|1.9|4830|423|60.0|4.0|2015|323|25.0|3.7|0|23|0.0|0.3
97000US2903060|Alton R-IV School District|2903060|2014-2018|102|675|184|80|53|11.9|6.7|70|76|10.4|10.7|315|109|46.7|11.8|210|93|31.1|13.1|0|11|0.0|4.0
97000US5500270|Altoona School District|5500270|2014-2018|102|1905|332|175|108|9.2|5.2|375|170|19.7|9.0|880|228|46.2|8.1|475|198|24.9|9.4|0|12|0.0|0.9
97000US4800011|Alvarado Independent School District|4800011|2014-2018|102|3115|531|240|128|7.7|3.9|155|99|5.0|3.1|1955|435|62.8|7.9|765|192|24.6|5.6|0|21|0.0|1.3
97000US1703660|Alwood Community Unit School District 225|1703660|2014-2018|102|395|82|20|18|5.1|4.2|15|10|3.8|3.7|250|57|63.3|6.8|105|38|26.6|7.3|0|11|0.0|6.7
97000US1703690|Amboy Community Unit School District 272|1703690|2014-2018|102|870|111|70|34|8.0|4.1|50|31|5.7|3.5|500|77|57.5|5.9|250|65|28.7|5.8|0|11|0.0|3.1
97000US5100180|Amelia County Public Schools|5100180|2014-2018|102|2385|161|240|98|10.1|3.9|105|79|4.4|3.4|1275|141|53.5|6.5|760|180|31.9|6.4|0|19|0.0|1.4
97000US1600060|American Falls Joint School District 381|1600060|2014-2018|102|1520|107|90|74|5.9|4.7|20|23|1.3|1.5|880|119|57.9|7.3|525|121|34.5|7.6|0|17|0.0|2.1
97000US5500300|Amery School District|5500300|2014-2018|102|1650|165|100|40|6.1|2.4|45|20|2.7|1.2|1000|136|60.6|5.5|500|109|30.3|5.7|0|12|0.0|1.1
97000US1903540|Ames Community School District|1903540|2014-2018|102|5080|394|485|130|9.5|2.4|565|144|11.1|2.8|2935|298|57.8|3.6|1100|177|21.7|3.1|0|22|0.0|0.4
97000US5100210|Amherst County Public Schools|5100210|2014-2018|102|4750|199|410|124|8.6|2.4|230|91|4.8|2.0|2820|179|59.4|3.1|1285|155|27.1|3.0|0|25|0.0|0.7
97000US3100070|Amherst Public Schools|3100070|2014-2018|102|145|53|10|7|6.9|5.7|10|7|6.9|5.1|105|49|72.4|14.0|25|13|17.2|9.6|0|9|0.0|12.9
97000US2800420|Amite County School District|2800420|2014-2018|102|1950|92|0|20|0.0|1.9|255|108|13.1|5.3|1175|84|60.3|4.3|520|60|26.7|3.1|0|20|0.0|1.9
97000US2800450|Amory School District|2800450|2014-2018|102|1690|314|95|77|5.6|4.3|205|94|12.1|5.4|1210|263|71.6|6.7|180|83|10.7|4.8|0|20|0.0|2.2
97000US0400680|Amphitheater Unified District|0400680|2014-2018|102|19295|986|1605|286|8.3|1.5|1300|219|6.7|1.1|10545|746|54.7|2.4|5845|488|30.3|1.8|0|29|0.0|0.2
97000US5300150|Anacortes School District|5300150|2014-2018|102|2800|148|280|47|10.0|1.7|185|33|6.6|1.1|1540|120|55.0|3.2|795|95|28.4|2.9|0|22|0.0|1.2
97000US4003000|Anadarko Public Schools|4003000|2014-2018|102|2090|167|235|77|11.2|3.3|155|62|7.4|2.9|1195|126|57.2|6.1|500|119|23.9|4.9|0|13|0.0|1.0
97000US1903570|Anamosa Community School District|1903570|2014-2018|102|1435|191|95|58|6.6|3.9|135|73|9.4|4.9|940|153|65.5|7.0|265|83|18.5|5.3|0|13|0.0|1.4
95000US2100090|Anchorage Independent School District|2100090|2014-2018|102|460|116|0|11|0.0|6.3|85|39|18.5|5.8|375|90|81.5|5.8|0|11|0.0|6.3|0|11|0.0|6.3
97000US0200180|Anchorage School District|0200180|2014-2018|102|52910|605|3545|349|6.7|0.6|4150|478|7.8|0.9|29790|637|56.3|1.2|15425|451|29.2|0.7|0|22|0.0|0.1
97000US0100060|Andalusia City School District|0100060|2014-2018|102|1485|188|0|17|0.0|2.2|120|58|8.1|4.0|875|138|58.9|7.6|495|146|33.3|7.6|0|17|0.0|2.2
97000US1800150|Anderson Community School Corporation|1800150|2014-2018|102|10485|493|495|157|4.7|1.5|735|163|7.0|1.5|6670|396|63.6|2.5|2585|261|24.7|2.3|0|27|0.0|0.3
97000US2100120|Anderson County School District|2100120|2014-2018|102|4235|167|310|112|7.3|2.5|390|147|9.2|3.5|2295|182|54.2|4.1|1235|163|29.2|3.6|0|21|0.0|0.7
97000US4700090|Anderson County School District|4700090|2014-2018|102|6815|386|305|132|4.5|1.9|345|138|5.1|2.0|4040|304|59.3|3.2|2125|259|31.2|3.4|0|26|0.0|0.5
95000US4003010|Anderson Public School|4003010|2014-2018|102|420|103|10|12|2.4|2.6|40|24|9.5|5.4|200|63|47.6|10.0|175|60|41.7|10.5|0|9|0.0|4.6
97000US4500780|Anderson School District 1|4500780|2014-2018|102|11215|667|745|210|6.6|1.8|690|207|6.2|1.8|6595|653|58.8|4.2|3180|343|28.4|2.8|0|29|0.0|0.3
97000US4500810|Anderson School District 2|4500810|2014-2018|102|4050|486|115|63|2.8|1.6|395|161|9.8|4.0|2280|366|56.3|6.7|1255|342|31.0|6.8|0|23|0.0|0.9
97000US4500840|Anderson School District 3|4500840|2014-2018|102|2680|379|85|67|3.2|2.6|285|151|10.6|5.6|1780|377|66.4|7.6|525|145|19.6|5.6|0|19|0.0|1.3
97000US4500870|Anderson School District 4|4500870|2014-2018|102|3250|399|300|97|9.2|3.2|270|121|8.3|3.6|2015|339|62.0|6.4|665|223|20.5|6.4|0|23|0.0|1.1
97000US4500900|Anderson School District 5|4500900|2014-2018|102|14435|633|1290|243|8.9|1.6|1005|230|7.0|1.5|8350|485|57.8|3.1|3790|448|26.3|2.6|0|29|0.0|0.2
97000US3603030|Andover Central School District|3603030|2014-2018|102|350|84|25|17|7.1|5.0|10|8|2.9|3.3|185|59|52.9|9.4|135|43|38.6|8.0|0|12|0.0|8.9
97000US3400900|Andover Regional School District|3400900|2014-2018|102|1005|147|45|33|4.5|3.2|10|13|1.0|1.4|480|104|47.8|8.1|470|121|46.8|8.9|0|17|0.0|3.2
95000US0900030|Andover School District|0900030|2014-2018|102|290|83|70|43|24.1|14.1|20|23|6.9|7.5|200|72|69.0|13.7|0|12|0.0|11.4|0|12|0.0|11.4
97000US2003360|Andover Unified School District 385|2003360|2014-2018|102|6360|419|655|155|10.3|2.6|370|120|5.8|1.8|3540|361|55.7|4.2|1795|285|28.2|3.8|0|19|0.0|0.4
97000US1903630|Andrew Community School District|1903630|2014-2018|102|300|75|40|20|13.3|6.0|15|9|5.0|3.3|185|49|61.7|6.9|65|30|21.7|8.2|0|9|0.0|6.4
97000US1903690|Ankeny Community School District|1903690|2014-2018|102|13385|1111|1375|346|10.3|2.3|965|280|7.2|2.0|7475|657|55.8|4.8|3570|677|26.7|3.7|0|22|0.0|0.1
95000US1703750|Anna Community Consolidated School District 37|1703750|2014-2018|102|735|150|0|15|0.0|3.7|70|49|9.5|6.9|665|154|90.5|6.9|0|15|0.0|3.7|0|15|0.0|3.7
96000US1703780|Anna Jonesboro Community High School District 81|1703780|2014-2018|102|545|112|0|17|0.0|4.9|0|17|0.0|4.9|0|17|0.0|4.9|545|112|100.0|4.9|0|17|0.0|4.9
97000US2703150|Annandale Public School District|2703150|2014-2018|102|1895|232|95|38|5.0|2.0|185|80|9.8|4.1|1110|182|58.6|5.5|500|103|26.4|4.5|0|14|0.0|0.9
97000US1703810|Annawan Community Unit School District 226|1703810|2014-2018|102|395|99|40|27|10.1|5.4|15|16|3.8|5.3|215|61|54.4|7.4|120|39|30.4|6.7|0|11|0.0|6.7
